SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
SECL, SM, 07-Mar-2022, 135.95, 132.00, 132.00, 132.00, 132.00, 132.00, 132.00, 3000, 3.96, 1, 3000, 100.00
SECURCRED, SM, 07-Mar-2022, 58.50, 61.40, 61.40, 56.50, 61.20, 61.20, 60.87, 21600, 13.15, 22, 18000, 83.33
SECURKLOUD, EQ, 07-Mar-2022, 108.05, 106.05, 106.05, 98.10, 101.80, 100.25, 100.87, 62895, 63.44, 1707, 39064, 62.11
SELAN, EQ, 07-Mar-2022, 149.60, 152.30, 159.00, 149.20, 150.50, 151.15, 153.53, 350000, 537.37, 6897, 115538, 33.01
SELMC, EQ, 07-Mar-2022, 341.50, 358.55, 358.55, 358.55, 358.55, 358.55, 358.55, 53, 0.19, 6, 53, 100.00
SEQUENT, EQ, 07-Mar-2022, 127.25, 125.00, 125.80, 121.00, 122.10, 121.65, 123.57, 954357, 1179.28, 15890, 434157, 45.49
SESHAPAPER, EQ, 07-Mar-2022, 144.40, 142.20, 142.20, 138.75, 141.20, 140.85, 140.35, 41894, 58.80, 777, 25453, 60.76
SETCO, EQ, 07-Mar-2022, 14.55, 14.70, 15.20, 13.55, 14.15, 14.35, 14.33, 195028, 27.95, 806, 132704, 68.04
SETF10GILT, EQ, 07-Mar-2022, 202.50, 203.00, 203.00, 201.20, 201.20, 201.74, 202.36, 3110, 6.29, 20, 2881, 92.64
SETFGOLD, EQ, 07-Mar-2022, 45.65, 46.70, 47.65, 46.36, 47.30, 47.20, 47.16, 6007129, 2832.77, 4818, 4103631, 68.31
SETFNIF50, EQ, 07-Mar-2022, 167.13, 165.30, 166.55, 161.37, 163.37, 163.04, 162.96, 3473903, 5661.15, 10909, 2898530, 83.44
SETFNIFBK, EQ, 07-Mar-2022, 344.42, 341.88, 344.00, 324.50, 329.70, 330.05, 329.18, 263396, 867.04, 5279, 196142, 74.47
SETFNN50, EQ, 07-Mar-2022, 407.17, 419.40, 443.80, 393.50, 396.85, 396.58, 401.83, 64419, 258.85, 1936, 50430, 78.28
SFL, EQ, 07-Mar-2022, 3371.80, 3350.00, 3778.00, 3306.20, 3495.00, 3583.60, 3450.79, 37529, 1295.05, 9148, 16312, 43.47
SGBAPR28I, GB, 07-Mar-2022, 4788.48, 4850.00, 4949.00, 4716.00, 4814.00, 4814.86, 4803.65, 673, 32.33, 108, 463, 68.80
SGBAUG24, GB, 07-Mar-2022, 4947.47, 4947.47, 5078.00, 4947.47, 5020.00, 5023.00, 5021.85, 1451, 72.87, 154, 1394, 96.07
SGBAUG27, GB, 07-Mar-2022, 4825.00, 4860.05, 4870.00, 4806.00, 4850.00, 4840.31, 4836.80, 480, 23.22, 119, 447, 93.13
SGBAUG28V, GB, 07-Mar-2022, 4868.07, 4900.00, 4949.00, 4880.05, 4895.00, 4888.30, 4909.69, 2825, 138.70, 405, 2632, 93.17
SGBAUG29V, GB, 07-Mar-2022, 4765.93, 4999.00, 4999.00, 4740.00, 4778.00, 4768.21, 4778.43, 782, 37.37, 348, 720, 92.07
SGBD29VIII, GB, 07-Mar-2022, 4761.00, 4701.00, 4825.00, 4701.00, 4763.01, 4763.40, 4769.71, 1860, 88.72, 114, 1548, 83.23
SGBDC27VII, GB, 07-Mar-2022, 4795.00, 4940.00, 4940.00, 4741.00, 4741.00, 4743.00, 4796.48, 25, 1.20, 6, 25, 100.00
SGBDEC25, GB, 07-Mar-2022, 5299.50, 5300.00, 5300.00, 4908.00, 4908.00, 4908.00, 5104.00, 2, 0.10, 2, 2, 100.00
SGBDEC2512, GB, 07-Mar-2022, 5296.14, 4809.00, 4809.00, 4809.00, 4809.00, 4809.00, 4809.00, 3, 0.14, 1, 3, 100.00
SGBDEC2513, GB, 07-Mar-2022, 4805.00, 4820.00, 5019.90, 4661.00, 5019.90, 5019.90, 4965.55, 222, 11.02, 29, 197, 88.74
SGBDEC25XI, GB, 07-Mar-2022, 4880.00, 4810.00, 4955.00, 4810.00, 4955.00, 4955.00, 4904.58, 67, 3.29, 8, 65, 97.01
SGBDEC26, GB, 07-Mar-2022, 4731.00, 4800.00, 4850.00, 4800.00, 4850.00, 4850.00, 4848.08, 26, 1.26, 6, 26, 100.00
SGBFEB24, GB, 07-Mar-2022, 4883.98, 4960.00, 5100.00, 4960.00, 5025.00, 5044.26, 5029.70, 1013, 50.95, 155, 961, 94.87
SGBFEB27, GB, 07-Mar-2022, 4800.00, 4800.00, 4855.00, 4800.00, 4800.00, 4800.00, 4812.69, 13, 0.63, 8, 13, 100.00
SGBFEB28IX, GB, 07-Mar-2022, 4849.00, 4899.90, 4899.90, 4800.00, 4899.90, 4899.90, 4852.12, 23, 1.12, 18, 23, 100.00
SGBFEB29XI, GB, 07-Mar-2022, 4755.08, 4750.00, 4849.90, 4750.00, 4771.00, 4767.43, 4776.21, 467, 22.30, 72, 362, 77.52
SGBJ28VIII, GB, 07-Mar-2022, 4801.00, 4811.00, 4850.00, 4774.10, 4774.10, 4774.10, 4817.70, 65, 3.13, 15, 65, 100.00
SGBJAN26, GB, 07-Mar-2022, 4850.00, 4809.00, 4875.00, 4809.00, 4875.00, 4875.00, 4854.78, 87, 4.22, 12, 77, 88.51
SGBJAN27, GB, 07-Mar-2022, 4820.00, 4821.00, 4850.00, 4821.00, 4850.00, 4850.00, 4836.19, 21, 1.02, 4, 21, 100.00
SGBJAN29IX, GB, 07-Mar-2022, 4762.00, 4761.00, 4823.00, 4761.00, 4800.00, 4797.26, 4795.27, 555, 26.61, 122, 466, 83.96
SGBJAN29X, GB, 07-Mar-2022, 4752.65, 4790.00, 4880.00, 4753.00, 4753.00, 4768.45, 4789.88, 175, 8.38, 70, 163, 93.14
SGBJAN30IX, GB, 07-Mar-2022, 4773.63, 4850.00, 4900.00, 4760.01, 4800.00, 4793.19, 4792.67, 920, 44.09, 210, 669, 72.72
SGBJU29III, GB, 07-Mar-2022, 4755.33, 4760.00, 4800.00, 4752.03, 4763.00, 4776.00, 4776.15, 545, 26.03, 98, 422, 77.43
SGBJUL25, GB, 07-Mar-2022, 4932.14, 5000.00, 5100.00, 4926.00, 4990.00, 4971.39, 5049.40, 518, 26.16, 43, 478, 92.28
SGBJUL27, GB, 07-Mar-2022, 4751.00, 4897.00, 4898.00, 4758.05, 4800.00, 4800.00, 4810.02, 113, 5.44, 95, 113, 100.00
SGBJUL28IV, GB, 07-Mar-2022, 4763.00, 4799.00, 4831.00, 4775.00, 4775.00, 4776.98, 4803.87, 1625, 78.06, 109, 1509, 92.86
SGBJUL29IV, GB, 07-Mar-2022, 4750.82, 4750.82, 4800.00, 4750.00, 4761.01, 4764.27, 4782.21, 1252, 59.87, 149, 1057, 84.42
SGBJUN27, GB, 07-Mar-2022, 4750.00, 4753.00, 4825.00, 4753.00, 4770.00, 4777.44, 4802.40, 179, 8.60, 121, 174, 97.21
SGBJUN28, GB, 07-Mar-2022, 4770.00, 4750.00, 4800.10, 4750.00, 4770.00, 4785.77, 4782.11, 1164, 55.66, 128, 779, 66.92
SGBJUN29II, GB, 07-Mar-2022, 4760.43, 4760.00, 4809.99, 4725.00, 4762.01, 4767.07, 4781.99, 952, 45.52, 167, 805, 84.56
SGBMAR24, GB, 07-Mar-2022, 5133.21, 5190.00, 5283.99, 5190.00, 5250.00, 5250.00, 5249.63, 825, 43.31, 64, 825, 100.00
SGBMAR25, GB, 07-Mar-2022, 5149.39, 5100.00, 5200.00, 5100.00, 5190.00, 5190.00, 5175.98, 301, 15.58, 28, 301, 100.00
SGBMAR28X, GB, 07-Mar-2022, 4799.00, 4800.00, 4850.00, 4800.00, 4820.00, 4820.00, 4823.65, 80, 3.86, 14, 78, 97.50
SGBMAY25, GB, 07-Mar-2022, 5010.00, 5099.00, 5170.00, 5099.00, 5150.00, 5150.00, 5134.29, 192, 9.86, 31, 192, 100.00
SGBMAY26, GB, 07-Mar-2022, 4810.00, 4889.99, 4900.00, 4850.00, 4855.00, 4855.00, 4885.56, 192, 9.38, 17, 190, 98.96
SGBMAY28, GB, 07-Mar-2022, 4757.43, 4757.43, 4835.00, 4751.00, 4780.00, 4774.47, 4780.35, 866, 41.40, 98, 768, 88.68
SGBMAY29I, GB, 07-Mar-2022, 4761.52, 4761.52, 4818.00, 4721.00, 4775.06, 4787.68, 4785.73, 7582, 362.85, 629, 5577, 73.56
SGBMR29XII, GB, 07-Mar-2022, 4799.63, 4799.63, 4800.00, 4755.00, 4760.12, 4762.72, 4776.03, 1857, 88.69, 214, 1517, 81.69
SGBN28VIII, GB, 07-Mar-2022, 4786.95, 4859.00, 5000.00, 4782.00, 4805.25, 4805.25, 4809.17, 207, 9.95, 45, 187, 90.34
SGBNOV23, GB, 07-Mar-2022, 5000.00, 5000.00, 5250.00, 5000.00, 5170.00, 5170.00, 5149.28, 299, 15.40, 40, 297, 99.33
SGBNOV24, GB, 07-Mar-2022, 5011.10, 5011.10, 5170.00, 5011.10, 5150.00, 5150.00, 5140.12, 2541, 130.61, 123, 2239, 88.11
SGBNOV25, GB, 07-Mar-2022, 4900.00, 4950.00, 4950.00, 4950.00, 4950.00, 4950.00, 4950.00, 4, 0.20, 1, 4, 100.00
SGBNOV258, GB, 07-Mar-2022, 4870.00, 4885.00, 4950.00, 4885.00, 4950.00, 4950.00, 4916.25, 72, 3.54, 9, 72, 100.00
SGBNOV25IX, GB, 07-Mar-2022, 4799.00, 4799.00, 4990.00, 4799.00, 4840.00, 4840.00, 4819.87, 54, 2.60, 43, 54, 100.00
SGBNOV25VI, GB, 07-Mar-2022, 4850.00, 4850.00, 5020.00, 4726.01, 5020.00, 5010.11, 4981.22, 132, 6.58, 22, 117, 88.64
SGBNOV26, GB, 07-Mar-2022, 4819.00, 4782.00, 4860.00, 4782.00, 4845.00, 4848.21, 4842.79, 71, 3.44, 18, 67, 94.37
SGBNV29VII, GB, 07-Mar-2022, 4761.01, 4763.00, 4800.00, 4760.00, 4798.00, 4793.58, 4794.88, 838, 40.18, 81, 731, 87.23
SGBOC28VII, GB, 07-Mar-2022, 4788.46, 4781.00, 4840.00, 4781.00, 4819.00, 4803.35, 4806.35, 352, 16.92, 50, 300, 85.23
SGBOCT25, GB, 07-Mar-2022, 4926.24, 4925.00, 5070.00, 4925.00, 4966.00, 4966.25, 5003.89, 129, 6.46, 20, 128, 99.22
SGBOCT25IV, GB, 07-Mar-2022, 4851.00, 4851.00, 5000.00, 4851.00, 4994.00, 4994.00, 4967.99, 121, 6.01, 26, 108, 89.26
SGBOCT25V, GB, 07-Mar-2022, 4865.00, 4950.00, 5000.00, 4950.00, 4999.00, 4999.00, 4992.75, 105, 5.24, 9, 104, 99.05
SGBOCT26, GB, 07-Mar-2022, 4764.55, 4800.00, 4880.00, 4800.00, 4815.00, 4815.34, 4837.71, 520, 25.16, 33, 518, 99.62
SGBOCT27, GB, 07-Mar-2022, 4890.00, 4890.00, 4890.00, 4887.00, 4888.98, 4887.99, 4889.82, 22, 1.08, 4, 22, 100.00
SGBOCT27VI, GB, 07-Mar-2022, 4765.01, 4800.00, 4810.00, 4781.00, 4807.99, 4807.99, 4790.46, 374, 17.92, 265, 278, 74.33
SGBSEP24, GB, 07-Mar-2022, 5112.68, 5112.68, 5260.00, 5112.68, 5250.00, 5250.00, 5221.58, 884, 46.16, 68, 834, 94.34
SGBSEP27, GB, 07-Mar-2022, 4781.03, 4850.00, 4850.00, 4787.00, 4837.00, 4837.00, 4819.44, 107, 5.16, 25, 86, 80.37
SGBSEP28VI, GB, 07-Mar-2022, 4780.68, 4790.00, 4824.99, 4765.10, 4800.00, 4799.38, 4797.99, 1438, 69.00, 158, 1369, 95.20
SGBSEP29VI, GB, 07-Mar-2022, 4760.06, 4770.00, 4810.00, 4760.06, 4784.00, 4787.17, 4792.22, 2244, 107.54, 228, 2003, 89.26
SGIL, EQ, 07-Mar-2022, 152.35, 152.35, 159.00, 146.55, 156.00, 155.70, 152.04, 6472, 9.84, 269, 3072, 47.47
SGL, EQ, 07-Mar-2022, 25.45, 25.90, 26.60, 24.55, 26.60, 26.05, 25.68, 48249, 12.39, 334, 34811, 72.15
SHAHALLOYS, EQ, 07-Mar-2022, 75.95, 76.40, 79.70, 72.20, 79.70, 79.30, 75.77, 352939, 267.43, 2573, 205134, 58.12
SHAKTIPUMP, EQ, 07-Mar-2022, 480.60, 468.50, 474.85, 460.85, 467.00, 467.50, 467.69, 72998, 341.40, 7130, 30955, 42.41
SHALBY, EQ, 07-Mar-2022, 124.25, 119.10, 122.85, 118.20, 121.75, 121.90, 120.70, 64091, 77.36, 1835, 26472, 41.30
SHALPAINTS, EQ, 07-Mar-2022, 135.80, 134.90, 141.00, 130.70, 135.00, 134.45, 134.93, 388375, 524.03, 5614, 171662, 44.20
SHANKARA, EQ, 07-Mar-2022, 705.40, 692.00, 706.90, 651.40, 652.10, 655.60, 675.74, 264130, 1784.83, 12100, 103568, 39.21
SHANTIGEAR, EQ, 07-Mar-2022, 182.25, 178.00, 180.85, 175.00, 176.80, 176.30, 177.55, 84710, 150.40, 2589, 33861, 39.97
SHARDACROP, EQ, 07-Mar-2022, 546.25, 533.00, 533.00, 511.05, 523.00, 522.80, 522.16, 127948, 668.10, 8367, 66349, 51.86
SHARDAMOTR, EQ, 07-Mar-2022, 737.65, 724.05, 761.05, 703.35, 742.00, 745.45, 732.29, 23118, 169.29, 1289, 15110, 65.36
SHAREINDIA, EQ, 07-Mar-2022, 1052.10, 1050.00, 1050.60, 1020.00, 1022.50, 1026.85, 1035.72, 13817, 143.11, 1730, 8973, 64.94
SHARIABEES, EQ, 07-Mar-2022, 419.21, 418.75, 424.30, 409.09, 422.35, 419.77, 416.00, 1313, 5.46, 172, 1004, 76.47
SHEMAROO, EQ, 07-Mar-2022, 111.95, 107.40, 114.25, 105.30, 113.90, 112.70, 111.37, 93961, 104.65, 1745, 65155, 69.34
SHIL, EQ, 07-Mar-2022, 388.10, 375.05, 385.00, 360.00, 368.95, 369.00, 372.21, 189990, 707.17, 5376, 116682, 61.41
SHILPAMED, EQ, 07-Mar-2022, 408.90, 400.00, 407.00, 380.00, 387.50, 384.20, 390.48, 246485, 962.48, 5620, 137878, 55.94
SHIVALIK, EQ, 07-Mar-2022, 854.25, 834.85, 845.00, 802.50, 811.00, 809.80, 818.04, 8741, 71.51, 819, 5944, 68.00
SHIVAMAUTO, EQ, 07-Mar-2022, 22.90, 22.90, 22.95, 21.80, 22.20, 21.85, 22.08, 140571, 31.04, 650, 92305, 65.66
SHIVAMILLS, EQ, 07-Mar-2022, 114.45, 112.55, 112.90, 108.75, 108.75, 108.75, 109.56, 10858, 11.90, 252, 8628, 79.46
SHIVATEX, EQ, 07-Mar-2022, 216.15, 203.85, 214.60, 203.85, 207.00, 207.30, 208.60, 5517, 11.51, 256, 4073, 73.83
SHK, EQ, 07-Mar-2022, 145.10, 144.50, 144.50, 140.25, 140.60, 140.95, 142.18, 183455, 260.84, 4478, 123794, 67.48
SHOPERSTOP, EQ, 07-Mar-2022, 349.85, 340.05, 345.95, 326.65, 340.00, 340.20, 337.53, 115402, 389.52, 4793, 47077, 40.79
SHRADHA, EQ, 07-Mar-2022, 53.45, 54.00, 54.75, 52.05, 54.75, 53.70, 53.17, 9021, 4.80, 159, 5049, 55.97
SHREDIGCEM, EQ, 07-Mar-2022, 63.95, 61.95, 62.95, 60.90, 61.40, 61.55, 61.67, 217202, 133.95, 3885, 124214, 57.19
SHREECEM, EQ, 07-Mar-2022, 22550.35, 22149.85, 22370.15, 21650.00, 22050.00, 21990.35, 21945.79, 55412, 12160.60, 18441, 22898, 41.32
SHREEPUSHK, EQ, 07-Mar-2022, 221.05, 213.30, 220.90, 208.90, 218.00, 215.10, 215.66, 57733, 124.51, 1972, 26969, 46.71
SHREMINVIT, IV, 07-Mar-2022, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 800000, 824.00, 4, 800000, 100.00
SHREYANIND, EQ, 07-Mar-2022, 101.50, 99.90, 101.40, 96.65, 97.10, 97.65, 98.36, 18277, 17.98, 571, 8896, 48.67
SHREYAS, EQ, 07-Mar-2022, 300.75, 300.00, 313.95, 292.85, 312.45, 309.85, 302.32, 123455, 373.24, 4230, 48533, 39.31
SHRIRAMCIT, EQ, 07-Mar-2022, 1531.75, 1521.90, 1521.90, 1431.65, 1439.50, 1441.55, 1451.48, 44402, 644.49, 4908, 18200, 40.99
SHRIRAMEPC, EQ, 07-Mar-2022, 7.75, 7.75, 8.05, 7.30, 7.60, 7.65, 7.69, 1155581, 88.82, 1580, 631231, 54.62
SHRIRAMPPS, EQ, 07-Mar-2022, 78.90, 77.45, 78.10, 76.25, 77.00, 76.85, 77.06, 372376, 286.94, 7047, 212973, 57.19
SHYAMCENT, EQ, 07-Mar-2022, 19.80, 19.40, 19.80, 18.80, 18.95, 19.00, 19.18, 561476, 107.68, 3333, 361319, 64.35
SHYAMMETL, EQ, 07-Mar-2022, 308.85, 301.00, 310.30, 300.25, 309.05, 308.55, 306.46, 243267, 745.51, 5259, 108072, 44.43
SIEMENS, EQ, 07-Mar-2022, 2289.70, 2250.00, 2278.05, 2200.00, 2216.55, 2220.70, 2233.41, 187390, 4185.19, 32796, 65315, 34.86
SIGACHI, EQ, 07-Mar-2022, 291.80, 280.25, 292.75, 280.00, 283.00, 281.95, 283.72, 96067, 272.56, 5860, 49710, 51.75
SIGIND, EQ, 07-Mar-2022, 43.40, 43.45, 43.45, 41.25, 41.70, 41.45, 42.15, 35188, 14.83, 365, 21791, 61.93
SIGMA, SM, 07-Mar-2022, 549.80, 571.00, 577.25, 571.00, 577.25, 577.25, 575.63, 2400, 13.82, 4, 2400, 100.00
SIKKO, EQ, 07-Mar-2022, 52.90, 53.90, 54.00, 50.40, 52.90, 50.65, 51.22, 2040, 1.04, 37, 1817, 89.07
SILGO, EQ, 07-Mar-2022, 26.85, 26.70, 26.70, 25.05, 25.95, 25.65, 25.71, 40848, 10.50, 291, 25272, 61.87
SILINV, EQ, 07-Mar-2022, 325.30, 320.15, 325.15, 305.50, 310.00, 312.75, 313.90, 2429, 7.62, 187, 1670, 68.75
SILLYMONKS, EQ, 07-Mar-2022, 23.00, 22.50, 23.45, 21.70, 21.80, 22.35, 22.21, 2823, 0.63, 38, 2652, 93.94
SILVER, EQ, 07-Mar-2022, 69.94, 76.80, 76.80, 70.66, 72.55, 72.44, 72.43, 297929, 215.79, 1092, 241408, 81.03
SILVERTUC, SM, 07-Mar-2022, 194.50, 185.30, 190.00, 185.30, 190.00, 190.00, 187.18, 5000, 9.36, 4, 5000, 100.00
SIMBHALS, EQ, 07-Mar-2022, 20.65, 20.70, 21.35, 19.75, 20.15, 20.10, 20.11, 45246, 9.10, 259, 24904, 55.04
SIMPLEXINF, EQ, 07-Mar-2022, 42.85, 44.95, 44.95, 40.75, 44.00, 43.70, 43.57, 618075, 269.28, 2175, 356972, 57.76
SINTERCOM, EQ, 07-Mar-2022, 91.05, 91.95, 92.00, 88.00, 92.00, 89.60, 90.17, 1700, 1.53, 71, 1388, 81.65
SINTEX, EQ, 07-Mar-2022, 8.85, 9.10, 9.25, 8.50, 8.85, 8.75, 8.96, 16895918, 1513.04, 15319, 6546370, 38.75
SIRCA, EQ, 07-Mar-2022, 408.15, 404.85, 406.05, 391.10, 398.00, 397.20, 398.50, 35936, 143.20, 1545, 16972, 47.23
SIS, EQ, 07-Mar-2022, 446.50, 445.00, 445.00, 431.35, 436.90, 434.65, 436.94, 97695, 426.87, 5714, 44070, 45.11
SIYSIL, EQ, 07-Mar-2022, 464.55, 455.00, 455.00, 423.20, 428.40, 426.70, 435.93, 177042, 771.77, 9429, 90465, 51.10
SJS, EQ, 07-Mar-2022, 371.00, 362.00, 367.40, 355.10, 356.80, 355.70, 359.75, 29505, 106.14, 2422, 18798, 63.71
SJVN, EQ, 07-Mar-2022, 28.60, 28.60, 28.60, 27.80, 27.95, 28.00, 28.08, 3037640, 852.91, 10614, 1669821, 54.97
SKFINDIA, EQ, 07-Mar-2022, 3302.80, 3270.00, 3300.00, 3141.20, 3151.00, 3190.90, 3223.13, 25697, 828.25, 5658, 12049, 46.89
SKIPPER, EQ, 07-Mar-2022, 60.80, 60.00, 60.65, 58.30, 59.00, 58.85, 59.02, 86854, 51.26, 1609, 65264, 75.14
SKMEGGPROD, EQ, 07-Mar-2022, 61.00, 61.00, 61.00, 58.80, 60.80, 60.10, 59.90, 24611, 14.74, 629, 15901, 64.61
SMARTLINK, EQ, 07-Mar-2022, 126.05, 129.20, 129.20, 119.75, 120.30, 119.80, 120.37, 21251, 25.58, 448, 13961, 65.70
SMCGLOBAL, EQ, 07-Mar-2022, 72.90, 72.25, 72.25, 70.65, 71.10, 71.15, 71.22, 78267, 55.74, 768, 52536, 67.12
SMLISUZU, EQ, 07-Mar-2022, 503.65, 485.00, 497.55, 480.40, 490.00, 487.35, 486.06, 11556, 56.17, 1214, 6064, 52.47
SMLT, EQ, 07-Mar-2022, 105.20, 97.00, 105.20, 97.00, 97.60, 99.70, 102.79, 10894, 11.20, 309, 6892, 63.26
SMSLIFE, EQ, 07-Mar-2022, 703.75, 694.65, 694.65, 668.90, 680.00, 676.15, 679.12, 2407, 16.35, 177, 1976, 82.09
SMSPHARMA, EQ, 07-Mar-2022, 95.50, 93.00, 95.35, 92.70, 94.00, 93.25, 93.43, 45371, 42.39, 865, 32998, 72.73
SMVD, SM, 07-Mar-2022, 17.40, 16.65, 16.65, 16.65, 16.65, 16.65, 16.65, 2000, 0.33, 1, 2000, 100.00
SNOWMAN, EQ, 07-Mar-2022, 32.80, 32.10, 32.25, 31.50, 31.85, 31.75, 31.89, 368130, 117.40, 2405, 231478, 62.88
SOBHA, EQ, 07-Mar-2022, 749.85, 723.00, 727.30, 698.35, 703.00, 701.00, 704.67, 347263, 2447.07, 21025, 143831, 41.42
SOFTTECH, EQ, 07-Mar-2022, 114.20, 110.05, 118.00, 108.55, 108.60, 108.65, 110.78, 1826, 2.02, 74, 721, 39.49
SOLARA, EQ, 07-Mar-2022, 688.80, 683.00, 710.00, 670.10, 699.00, 699.30, 688.01, 70189, 482.90, 2745, 51420, 73.26
SOLARINDS, EQ, 07-Mar-2022, 2279.25, 2268.00, 2279.25, 2227.25, 2278.00, 2245.05, 2244.27, 26441, 593.41, 4089, 19412, 73.42
SOLEX, SM, 07-Mar-2022, 112.00, 109.00, 109.00, 108.00, 108.00, 108.00, 108.50, 4000, 4.34, 2, 4000, 100.00
SOMANYCERA, EQ, 07-Mar-2022, 657.25, 636.00, 644.70, 615.00, 617.10, 618.65, 626.71, 30352, 190.22, 3838, 14838, 48.89
SOMICONVEY, EQ, 07-Mar-2022, 38.70, 37.50, 37.70, 35.30, 36.25, 36.05, 36.39, 8462, 3.08, 376, 4514, 53.34
SONACOMS, EQ, 07-Mar-2022, 589.80, 560.50, 583.85, 553.00, 575.00, 572.45, 562.33, 2575682, 14483.88, 83844, 1416723, 55.00
SONAMCLOCK, SM, 07-Mar-2022, 68.60, 69.00, 69.00, 67.00, 67.00, 67.00, 68.00, 9000, 6.12, 3, 0, 0.00
SONATSOFTW, EQ, 07-Mar-2022, 754.60, 744.10, 765.00, 730.85, 762.00, 749.85, 743.28, 61246, 455.23, 6269, 27478, 44.86
SORILINFRA, EQ, 07-Mar-2022, 79.95, 75.60, 78.40, 75.60, 76.75, 76.35, 76.85, 34025, 26.15, 616, 19800, 58.19
SOTL, EQ, 07-Mar-2022, 986.30, 989.00, 989.00, 932.00, 951.40, 949.30, 958.29, 22553, 216.12, 1830, 15206, 67.42
SOUTHBANK, EQ, 07-Mar-2022, 7.95, 7.95, 7.95, 7.80, 7.85, 7.85, 7.84, 4185288, 327.98, 10437, 2555123, 61.05
SOUTHWEST, EQ, 07-Mar-2022, 218.95, 215.05, 217.90, 208.05, 213.00, 212.10, 209.35, 71551, 149.79, 383, 54912, 76.75
SPAL, EQ, 07-Mar-2022, 388.50, 380.00, 385.10, 367.95, 373.20, 374.00, 375.93, 44001, 165.41, 2641, 17095, 38.85
SPANDANA, EQ, 07-Mar-2022, 351.60, 338.40, 344.50, 326.05, 332.20, 331.15, 333.44, 235227, 784.33, 15922, 80796, 34.35
SPARC, EQ, 07-Mar-2022, 264.20, 258.00, 262.90, 250.00, 259.45, 259.80, 258.00, 480279, 1239.13, 5963, 255549, 53.21
SPECIALITY, EQ, 07-Mar-2022, 140.25, 137.65, 140.00, 133.40, 138.05, 138.15, 136.25, 182165, 248.19, 3153, 63510, 34.86
SPENCERS, EQ, 07-Mar-2022, 78.05, 74.55, 77.25, 73.35, 76.85, 76.25, 76.03, 166576, 126.65, 2559, 72888, 43.76
SPIC, EQ, 07-Mar-2022, 53.30, 52.05, 52.95, 50.60, 51.35, 51.35, 51.51, 496418, 255.73, 4206, 200326, 40.35
SPICEJET, EQ, 07-Mar-2022, 59.25, 57.50, 58.25, 53.25, 55.80, 54.70, 55.55, 5371306, 2983.52, 25111, 2220861, 41.35
SPLIL, EQ, 07-Mar-2022, 48.65, 48.20, 49.60, 46.80, 47.35, 47.30, 47.89, 35092, 16.81, 468, 24568, 70.01
SREEL, EQ, 07-Mar-2022, 175.00, 178.70, 178.70, 165.30, 168.00, 168.15, 169.84, 65008, 110.41, 672, 57853, 88.99
SREIBNPNCD, NP, 07-Mar-2022, 165.00, 165.00, 165.00, 165.00, 165.00, 165.00, 165.00, 3, 0.00, 2, 3, 100.00
SREIBNPNCD, NU, 07-Mar-2022, 140.05, 141.51, 141.75, 141.51, 141.75, 141.75, 141.62, 490, 0.69, 3, 490, 100.00
SREINFRA, EQ, 07-Mar-2022, 4.90, 4.80, 5.00, 4.70, 4.80, 4.80, 4.81, 777961, 37.41, 1012, 324657, 41.73
SRF, EQ, 07-Mar-2022, 2234.35, 2190.00, 2190.00, 2106.00, 2154.20, 2153.30, 2151.52, 721602, 15525.40, 54999, 335934, 46.55
SRHHYPOLTD, EQ, 07-Mar-2022, 408.30, 408.00, 408.00, 391.00, 399.00, 396.55, 400.93, 32838, 131.66, 1962, 14463, 44.04
SRTRANSFIN, EQ, 07-Mar-2022, 1089.15, 1055.00, 1059.85, 1016.30, 1019.00, 1021.30, 1028.62, 980312, 10083.65, 44800, 325789, 33.23
SRTRANSFIN, YH, 07-Mar-2022, 1008.00, 1003.02, 1018.77, 1003.02, 1005.22, 1005.85, 1005.27, 41, 0.41, 10, 30, 73.17
SRTRANSFIN, YI, 07-Mar-2022, 1060.00, 1060.00, 1060.00, 1060.00, 1060.00, 1060.00, 1060.00, 186, 1.97, 2, 186, 100.00
SRTRANSFIN, YK, 07-Mar-2022, 1070.00, 1070.00, 1070.00, 1065.42, 1065.42, 1065.42, 1066.31, 260, 2.77, 5, 260, 100.00
SRTRANSFIN, YL, 07-Mar-2022, 1100.00, 1102.50, 1102.50, 1100.05, 1100.05, 1101.17, 1101.18, 37, 0.41, 5, 37, 100.00
SRTRANSFIN, YP, 07-Mar-2022, 1060.00, 1084.00, 1084.00, 1084.00, 1084.00, 1084.00, 1084.00, 10, 0.11, 1, 10, 100.00
SRTRANSFIN, YR, 07-Mar-2022, 1035.00, 1046.00, 1046.00, 1046.00, 1046.00, 1046.00, 1046.00, 60, 0.63, 2, 60, 100.00
SRTRANSFIN, YV, 07-Mar-2022, 1015.33, 1014.50, 1016.50, 1012.50, 1016.50, 1013.64, 1013.98, 61, 0.62, 6, 54, 88.52
SRTRANSFIN, YY, 07-Mar-2022, 1028.00, 1031.00, 1034.00, 1031.00, 1034.00, 1034.00, 1033.72, 540, 5.58, 6, 540, 100.00
